height_cm,weight_kg,body_type
175,68,Normal
185,86,Normal
184,80,Normal
183,76,Normal
190,89,Normal
188,81,Lean
167,67,Normal
184,78,Lean
174,67,Lean
172,81,Stocky
183,78,Normal
178,70,Lean
190,78,Lean
177,79,Stocky
178,73,Normal
186,76,Lean
179,76,Normal
185,81,Normal
184,75,Normal
180,79,Stocky
178,69,Lean
193,90,Lean
188,83,Normal
188,70,Lean
167,64,Lean
185,76,Lean
180,76,Normal
180,70,Lean
191,82,Normal
178,75,Lean
178,71,Lean
188,77,Lean
185,79,Normal
175,68,Normal
197,82,Lean
176,72,Normal
194,86,Normal
180,70,Lean
179,75,Stocky
186,83,Normal
171,65,Lean
182,74,Normal
180,73,Normal
185,83,Normal
185,75,Lean
178,72,Normal
186,83,Normal
186,77,Normal
176,70,Normal
183,74,Lean
185,80,Normal
194,80,Lean
181,80,Normal
178,72,Normal
182,77,Normal
196,90,Normal
190,92,Normal
177,82,Normal
180,77,Lean
189,88,Normal
177,73,Lean
180,73,Normal
183,77,Normal
188,84,Normal
183,78,Normal
183,77,Normal
186,78,Lean
173,71,Normal
170,63,Lean
175,80,Normal
176,71,Lean
179,81,Normal
180,78,Normal
172,75,Normal
169,70,Normal
178,65,Normal
179,68,Lean
188,85,Lean
184,76,Normal
184,76,Lean
179,77,Normal
191,83,Normal
168,65,Normal
184,79,Normal
180,72,Lean
183,77,Normal
185,77,Lean
176,71,Normal
195,91,Normal
170,61,Lean
191,89,Stocky
175,65,Normal
170,70,Stocky
185,78,Normal
184,81,Normal
178,75,Lean
178,78,Stocky
181,74,Lean
182,78,Normal
175,66,Normal
185,83,Normal
189,90,Normal
184,77,Normal
201,99,Lean
186,77,Lean
195,88,Lean
185,88,Normal
191,77,Normal
188,88,Stocky
188,79,Normal
196,92,Normal
177,74,Normal
176,70,Normal
176,71,Lean
182,75,Lean
183,81,Normal
177,65,Lean
173,63,Normal
183,75,Normal
178,72,Normal
183,82,Normal
177,65,Lean
175,72,Normal
178,73,Normal
189,84,Normal
186,83,Normal
176,73,Lean
189,84,Normal
179,70,Normal
185,86,Stocky
181,77,Normal
194,95,Normal
170,65,Normal
178,75,Normal
185,73,Lean
173,67,Normal
180,78,Normal
190,83,Normal
175,71,Normal
176,70,Normal
189,80,Normal
175,69,Normal
178,72,Lean
178,72,Lean
177,72,Lean
188,85,Normal
176,68,Lean
178,73,Normal
179,76,Normal
184,84,Normal
183,74,Normal
193,87,Normal
180,72,Normal
181,75,Normal
188,78,Normal
175,80,Stocky
187,90,Normal
186,101,Stocky
185,75,Lean
186,81,Normal
175,78,Normal
187,80,Lean
182,74,Lean
178,74,Normal
188,79,Normal
175,75,Lean
182,83,Normal
184,78,Normal
174,72,Normal
184,69,Lean
184,84,Normal
173,71,Normal
188,78,Normal
178,71,Normal
180,74,Normal
185,82,Normal
188,75,Normal
170,70,Lean
185,80,Normal
180,75,Normal
175,68,Lean
175,67,Normal
184,76,Normal
185,83,Normal
172,72,Normal
174,70,Normal
181,72,Lean
182,67,Lean
183,76,Normal
188,78,Normal
198,90,Lean
186,84,Normal
161,57,Lean
188,80,Normal
181,72,Lean
183,81,Normal
179,73,Normal
199,83,Lean
178,73,Lean
180,79,Normal
178,72,Lean
175,73,Normal
187,79,Lean
191,84,Normal
190,86,Normal
186,80,Normal
183,73,Lean
186,90,Stocky
184,71,Normal
185,75,Normal
193,87,Lean
186,81,Normal
187,85,Normal
179,73,Normal
188,96,Stocky
181,76,Lean
189,85,Normal
195,81,Lean
178,68,Normal
193,79,Normal
182,82,Normal
188,83,Normal
176,69,Lean
185,82,Normal
188,86,Normal
176,73,Normal
191,85,Normal
189,90,Stocky
190,83,Normal
193,84,Lean
184,80,Normal
182,70,Lean
185,70,Lean
166,68,Normal
168,62,Lean
183,79,Normal
184,87,Stocky
183,86,Normal
179,70,Lean
175,69,Lean
171,65,Normal
172,76,Normal
192,86,Normal
182,80,Normal
171,78,Normal
192,83,Normal
176,75,Lean
183,75,Stocky
180,72,Normal
171,72,Stocky
192,86,Normal
186,83,Normal
178,70,Lean
181,74,Lean
188,84,Normal
190,81,Normal
180,69,Normal
182,74,Lean
185,85,Normal
183,76,Lean
187,77,Normal
191,88,Normal
190,81,Normal
175,67,Normal
182,88,Stocky
177,76,Normal
187,80,Lean
184,80,Normal
180,77,Stocky
180,70,Normal
185,75,Normal
185,74,Normal
180,79,Lean
189,78,Lean
177,76,Normal
186,77,Lean
168,62,Lean
173,70,Normal
184,73,Normal
190,84,Normal
188,80,Lean
167,60,Normal
187,76,Lean
177,73,Normal
174,71,Normal
182,80,Normal
188,82,Normal
179,69,Lean
174,67,Normal
177,67,Lean
173,79,Lean
190,81,Normal
170,68,Lean
175,72,Normal
188,82,Normal
177,70,Lean
180,76,Normal
180,76,Normal
188,84,Normal
170,67,Normal
182,81,Normal
176,75,Normal
178,68,Normal
180,77,Normal
172,71,Normal
184,83,Normal
182,71,Lean
167,73,Stocky
180,75,Normal
181,78,Normal
177,73,Normal
169,67,Normal
181,76,Normal
174,70,Stocky
178,73,Lean
183,84,Normal
187,85,Normal
178,78,Normal
188,86,Normal
187,84,Normal
181,73,Normal
183,74,Normal
179,80,Normal
186,88,Normal
175,75,Normal
186,84,Normal
172,71,Normal
183,78,Normal
174,74,Normal
172,68,Normal
180,73,Lean
181,75,Normal
170,66,Normal
192,89,Stocky
182,70,Normal
177,75,Stocky
184,78,Normal
183,75,Lean
182,81,Normal
179,76,Stocky
178,70,Lean
182,72,Normal
166,64,Normal
183,78,Normal
174,74,Stocky
180,70,Normal
180,75,Lean
188,83,Normal
176,69,Lean
172,66,Lean
178,68,Lean
170,69,Normal
178,69,Lean
183,81,Normal
178,65,Lean
185,78,Stocky
180,81,Normal
183,76,Normal
187,88,Lean
170,76,Normal
191,87,Normal
184,75,Normal
187,82,Normal
185,79,Normal
178,70,Normal
170,60,Lean
175,70,Normal
175,70,Normal
177,74,Lean
188,83,Normal
188,82,Normal
177,76,Normal
185,85,Normal
179,80,Normal
178,75,Normal
178,75,Normal
190,88,Normal
178,75,Normal
188,77,Lean
177,72,Normal
182,77,Normal
175,72,Stocky
180,74,Normal
177,71,Lean
176,72,Lean
187,81,Normal
184,76,Normal
189,95,Normal
190,88,Normal
180,70,Lean
186,74,Lean
190,79,Normal
177,75,Normal
177,77,Normal
178,75,Lean
180,70,Normal
173,68,Lean
177,70,Normal
184,77,Lean
185,78,Lean
179,69,Lean
187,69,Lean
192,85,Lean
186,80,Normal
184,75,Lean
186,82,Lean
170,65,Normal
183,68,Lean
173,64,Lean
184,75,Lean
172,70,Normal
187,83,Normal
173,70,Lean
165,65,Normal
178,70,Lean
191,79,Normal
176,69,Normal
186,80,Lean
180,77,Normal
171,73,Normal
180,68,Lean
178,64,Lean
170,66,Normal
168,67,Normal
190,74,Normal
178,78,Normal
176,67,Lean
176,70,Lean
177,65,Lean
182,76,Lean
179,72,Normal
184,78,Normal
184,73,Lean
188,80,Normal
181,68,Lean
182,74,Normal
178,72,Stocky
197,80,Lean
172,70,Lean
170,66,Lean
183,78,Normal
196,94,Normal
169,64,Normal
193,95,Normal
182,75,Lean
171,64,Normal
185,82,Normal
190,75,Normal
188,76,Normal
179,71,Lean
171,61,Lean
189,77,Normal
177,75,Normal
190,95,Normal
175,78,Normal
173,66,Lean
190,77,Lean
184,79,Normal
182,80,Normal
170,65,Lean
191,77,Lean
169,60,Normal
178,66,Stocky
170,65,Stocky
197,90,Lean
186,76,Lean
187,82,Normal
168,64,Lean
173,72,Normal
172,75,Normal
189,78,Lean
170,74,Stocky
183,77,Lean
188,91,Stocky
185,75,Lean
193,88,Normal
173,71,Normal
180,70,Lean
172,67,Normal
180,70,Lean
170,70,Normal
188,75,Normal
176,68,Normal
186,79,Normal
190,83,Normal
174,64,Lean
175,62,Normal
182,67,Lean
180,80,Normal
181,73,Lean
183,75,Normal
191,85,Lean
178,75,Normal
181,70,Lean
181,69,Lean
181,74,Normal
170,70,Normal
192,84,Lean
168,67,Stocky
191,85,Stocky
188,79,Normal
167,67,Normal
178,72,Lean
189,90,Normal
175,72,Lean
180,86,Normal
184,76,Lean
184,82,Normal
183,70,Lean
175,71,Normal
185,78,Stocky
191,87,Normal
185,78,Lean
182,70,Lean
184,74,Lean
183,72,Normal
171,67,Normal
183,78,Normal
184,74,Normal
172,66,Normal
185,78,Normal
180,70,Lean
186,78,Normal
181,76,Normal
191,75,Normal
181,72,Normal
188,82,Lean
179,70,Lean
175,68,Lean
178,76,Lean
175,71,Stocky
196,77,Normal
176,70,Normal
191,87,Lean
182,73,Lean
174,64,Normal
187,80,Normal
193,88,Normal
184,76,Lean
175,70,Normal
179,73,Lean
174,68,Normal
176,70,Normal
190,80,Lean
182,72,Normal
186,85,Normal
171,64,Lean
191,102,Stocky
190,77,Lean
181,81,Normal
176,72,Normal
174,70,Stocky
191,87,Normal
188,75,Normal
189,75,Lean
182,80,Normal
188,88,Stocky
184,77,Normal
171,71,Normal
188,81,Normal
175,64,Normal
175,68,Lean
183,82,Stocky
190,76,Normal
182,89,Stocky
177,72,Lean
175,72,Normal
190,73,Normal
184,75,Lean
186,80,Lean
190,80,Normal
182,76,Normal
189,80,Normal
178,73,Normal
179,77,Normal
175,75,Normal
170,70,Normal
176,68,Normal
169,70,Normal
186,84,Normal
178,74,Lean
169,72,Normal
166,67,Normal
180,73,Stocky
187,80,Normal
190,84,Normal
190,88,Normal
185,85,Normal
185,83,Normal
183,82,Normal
193,91,Normal
184,82,Normal
178,70,Normal
181,69,Lean
181,74,Lean
178,65,Lean
184,91,Stocky
175,70,Normal
192,84,Lean
188,79,Lean
188,84,Normal
181,71,Normal
183,83,Normal
189,75,Lean
183,76,Normal
183,76,Normal
183,79,Normal
183,82,Normal
178,72,Lean
168,60,Normal
190,91,Normal
188,73,Normal
181,75,Lean
183,80,Normal
192,88,Normal
184,78,Lean
187,76,Lean
184,82,Stocky
179,76,Lean
175,72,Lean
178,72,Normal
180,75,Normal
184,73,Normal
183,78,Lean
193,84,Lean
185,88,Normal
180,70,Normal
173,69,Normal
170,62,Normal
172,70,Normal
185,70,Lean
183,72,Lean
174,68,Normal
170,65,Normal
191,90,Normal
168,59,Lean
173,68,Lean
184,77,Normal
188,88,Normal
176,73,Normal
183,77,Normal
190,89,Normal
177,73,Normal
181,69,Lean
178,70,Lean
189,82,Normal
175,62,Stocky
189,79,Normal
190,88,Normal
188,75,Lean
188,78,Lean
175,73,Normal
184,82,Normal
188,84,Normal
196,89,Normal
180,79,Normal
194,89,Normal
193,90,Normal
173,78,Normal
182,77,Normal
184,79,Normal
181,79,Normal
189,76,Lean
173,70,Normal
165,63,Normal
188,82,Normal
180,76,Lean
178,72,Normal
186,75,Normal
183,80,Normal
173,72,Normal
191,82,Normal
175,70,Stocky
180,83,Stocky
188,89,Normal
178,70,Lean
187,87,Normal
189,80,Normal
178,70,Lean
178,70,Normal
175,73,Normal
188,84,Lean
180,67,Lean
177,72,Lean
180,81,Normal
175,76,Lean
185,74,Normal
187,86,Normal
180,79,Normal
175,72,Normal
184,79,Lean
192,80,Lean
194,86,Normal
178,69,Normal
188,75,Lean
181,84,Normal
191,77,Lean
178,78,Normal
170,68,Lean
183,76,Lean
176,77,Stocky
185,80,Normal
188,76,Normal
184,77,Normal
183,78,Normal
179,75,Normal
183,74,Lean
180,78,Lean
187,88,Normal
184,82,Normal
188,82,Lean
183,81,Lean
173,65,Lean
179,80,Normal
183,78,Normal
180,80,Stocky
185,90,Normal
188,83,Stocky
174,76,Normal
184,77,Normal
183,80,Normal
169,61,Normal
188,85,Normal
173,66,Lean
177,73,Normal
180,75,Lean
176,70,Normal
180,73,Lean
178,76,Normal
185,78,Normal
180,79,Normal
185,76,Normal
165,64,Lean
176,75,Normal
165,69,Normal
181,72,Normal
188,81,Normal
174,73,Normal
194,84,Normal
185,83,Normal
176,68,Normal
180,69,Normal
190,88,Normal
186,76,Normal
189,83,Lean
185,71,Lean
189,90,Stocky
176,70,Normal
188,81,Normal
175,68,Normal
183,75,Normal
188,79,Normal
173,70,Normal
180,76,Normal
182,76,Normal
196,93,Normal
177,76,Normal
190,91,Stocky
183,71,Lean
165,72,Normal
175,74,Normal
188,82,Normal
185,80,Normal
191,80,Lean
187,75,Lean
187,78,Normal
177,73,Lean
176,70,Normal
185,75,Lean
178,73,Normal
175,67,Normal
178,75,Lean
173,66,Lean
191,77,Lean
167,68,Normal
176,74,Normal
187,86,Normal
186,83,Normal
183,78,Normal
194,93,Normal
189,80,Lean
186,82,Normal
179,79,Normal
182,82,Normal
176,71,Normal
184,79,Lean
181,70,Lean
189,86,Normal
177,70,Normal
181,82,Normal
178,74,Lean
185,82,Normal
178,74,Normal
187,82,Normal
177,72,Lean
175,71,Normal
183,86,Normal
186,81,Normal
182,75,Normal
193,87,Lean
180,77,Lean
174,75,Lean
178,68,Lean
192,86,Normal
169,72,Normal
186,77,Lean
190,86,Normal
177,77,Normal
178,79,Stocky
178,70,Lean
176,73,Normal
177,78,Normal
174,77,Normal
172,68,Lean
180,80,Normal
180,78,Normal
183,73,Lean
178,80,Normal
173,68,Stocky
177,75,Normal
179,78,Normal
188,89,Normal
196,84,Normal
179,80,Normal
165,65,Lean
176,80,Normal
172,66,Normal
176,71,Normal
182,72,Lean
181,76,Lean
183,94,Stocky
181,73,Lean
180,65,Lean
182,70,Lean
166,65,Normal
164,65,Normal
190,86,Normal
187,86,Normal
185,79,Normal
187,86,Normal
181,66,Lean
196,94,Normal
169,65,Normal
170,77,Normal
184,86,Normal
186,82,Stocky
182,75,Lean
178,80,Stocky
172,70,Normal
182,70,Lean
184,82,Normal
180,80,Normal
177,76,Stocky
169,72,Normal
169,65,Normal
176,79,Normal
186,79,Normal
184,86,Lean
168,73,Stocky
171,72,Normal
175,71,Lean
172,73,Normal
186,78,Normal
189,83,Normal
188,83,Lean
176,70,Lean
188,76,Normal
184,80,Stocky
170,80,Normal
171,71,Normal
182,77,Normal
180,71,Lean
174,73,Normal
187,75,Normal
170,70,Normal
175,74,Normal
177,73,Normal
177,75,Normal
192,79,Lean
190,88,Normal
185,81,Normal
181,82,Stocky
181,78,Normal
177,72,Lean
183,71,Lean
178,70,Lean
177,70,Lean
183,77,Normal
188,85,Normal
193,88,Normal
182,82,Normal
177,73,Normal
181,79,Stocky
187,82,Normal
179,76,Normal
177,84,Stocky
186,74,Lean
170,67,Normal
169,66,Normal
181,74,Normal
175,75,Normal
183,79,Normal
180,92,Stocky
180,76,Lean
175,70,Normal
182,70,Lean
163,58,Lean
185,83,Normal
170,67,Lean
175,64,Lean
185,83,Normal
176,70,Normal
184,74,Stocky
190,85,Normal
189,87,Normal
180,71,Normal
186,80,Normal
170,67,Lean
198,87,Normal
181,81,Normal
185,79,Normal
171,68,Normal
182,82,Normal
173,67,Normal
194,87,Normal
178,72,Lean
177,69,Normal
172,65,Lean
183,75,Normal
190,89,Normal
185,72,Normal
188,84,Lean
173,71,Normal
175,74,Normal
183,80,Normal
174,68,Normal
178,68,Lean
176,70,Lean
188,74,Lean
187,75,Lean
176,68,Normal
183,79,Normal
185,81,Normal
183,75,Lean
180,81,Normal
178,72,Normal
170,68,Normal
179,75,Lean
180,71,Lean
176,59,Lean
187,75,Normal
174,69,Normal
180,67,Lean
170,65,Normal
181,77,Normal
176,74,Normal
169,66,Lean
167,65,Lean
192,89,Normal
176,75,Normal
183,80,Normal
192,81,Lean
188,83,Normal
185,80,Lean
165,66,Normal
182,71,Lean
178,76,Normal
191,70,Normal
181,70,Normal
170,60,Lean
189,82,Normal
185,78,Normal
190,87,Normal
191,75,Lean
175,66,Lean
181,75,Normal
191,80,Lean
189,80,Normal
178,76,Normal
183,72,Lean
184,74,Normal
186,81,Lean
182,72,Normal
185,76,Lean
192,90,Normal
181,66,Lean
180,65,Lean
184,75,Normal
188,77,Lean
183,80,Normal
184,87,Normal
185,76,Normal
175,62,Lean
178,72,Normal
191,78,Lean
170,73,Stocky
173,68,Normal
172,72,Normal
175,71,Normal
190,78,Normal
193,81,Lean
193,81,Lean
167,74,Stocky
174,66,Lean
189,90,Normal
173,71,Normal
173,63,Lean
194,90,Normal
180,81,Normal
181,64,Normal
187,78,Normal
182,90,Stocky
184,78,Lean
189,80,Lean
167,63,Normal
194,96,Stocky
176,67,Lean
193,84,Normal
190,80,Normal
176,68,Normal
175,68,Normal
178,72,Normal
191,82,Lean
173,75,Normal
180,67,Lean
184,73,Lean
176,71,Normal
178,75,Normal
168,60,Lean
184,76,Normal
176,67,Normal
184,83,Normal
176,81,Normal
196,91,Normal
180,74,Lean
188,82,Lean
178,75,Normal
176,65,Lean
190,81,Normal
182,76,Lean
184,75,Lean
178,68,Lean
173,73,Normal
185,77,Normal
184,80,Normal
174,73,Normal
179,79,Normal
184,84,Normal
169,67,Normal
193,84,Lean
178,71,Normal
186,84,Normal
185,74,Lean
177,79,Normal
188,83,Normal
187,81,Normal
179,79,Normal
180,75,Normal
188,88,Stocky
184,78,Normal
178,74,Lean
183,72,Normal
184,79,Normal
177,71,Lean
188,79,Lean
183,84,Normal
175,71,Lean
192,83,Lean
178,74,Normal
196,90,Stocky
174,69,Lean
190,79,Lean
185,76,Lean
189,80,Lean
174,76,Normal
188,88,Normal
187,86,Normal
186,79,Normal
187,80,Lean
177,74,Normal
190,83,Lean
171,64,Normal
173,70,Normal
187,76,Normal
186,81,Normal
189,80,Normal
167,65,Normal
184,79,Stocky
185,75,Lean
186,78,Normal
174,74,Normal
188,77,Lean
180,82,Normal
186,80,Normal
172,66,Normal
178,69,Lean
188,80,Lean
187,85,Normal
191,84,Lean
179,72,Lean
187,83,Normal
191,74,Lean
182,72,Lean
185,86,Normal
177,72,Normal
182,75,Normal
186,77,Normal
180,79,Normal
184,72,Lean
190,83,Normal
181,78,Normal
196,88,Normal
177,75,Normal
194,90,Normal
187,85,Normal
191,86,Normal
188,70,Lean
187,74,Lean
182,82,Normal
174,65,Lean
189,83,Lean
189,87,Normal
170,62,Normal
191,89,Normal
186,79,Lean
183,77,Normal
176,73,Normal
179,70,Lean
192,83,Normal
181,76,Lean
176,67,Lean
184,76,Normal
180,70,Lean
189,84,Stocky
181,84,Stocky
174,72,Normal
188,83,Normal
187,83,Normal
174,66,Normal
167,65,Lean
175,72,Normal
168,65,Lean
193,85,Normal
171,67,Normal
186,84,Normal
190,83,Normal
182,76,Normal
181,75,Lean
175,79,Normal
178,77,Stocky
190,78,Normal
181,82,Stocky
192,82,Lean
175,70,Normal
176,68,Lean
170,68,Lean
181,72,Lean
171,70,Normal
184,73,Normal
176,76,Normal
171,62,Lean
177,78,Normal
185,81,Normal
192,88,Normal
180,75,Normal
180,75,Lean
184,73,Lean
171,64,Normal
183,75,Stocky
181,79,Normal
196,86,Normal
185,80,Normal
189,80,Lean
179,71,Normal
179,70,Normal
187,80,Lean
172,73,Normal
185,77,Lean
169,72,Stocky
189,84,Normal
187,82,Normal
177,70,Normal
190,85,Normal
190,82,Normal
186,85,Normal
179,73,Normal
196,88,Lean
190,82,Normal
188,87,Stocky
175,71,Normal
181,69,Normal
189,80,Normal
174,67,Normal
170,62,Lean
172,76,Stocky
187,86,Normal
179,72,Lean
185,74,Lean
189,83,Normal
185,73,Normal
182,69,Lean
186,82,Normal
175,66,Lean
173,72,Normal
181,78,Normal
191,88,Normal
194,90,Lean
180,74,Lean
179,70,Lean
182,75,Normal
173,71,Stocky
188,84,Normal
186,79,Normal
186,80,Normal
181,83,Normal
171,69,Normal
196,98,Normal
182,82,Stocky
179,69,Lean
180,70,Lean
177,79,Normal
188,82,Normal
176,75,Stocky
180,72,Lean
190,84,Stocky
190,80,Normal
186,81,Normal
183,73,Lean
184,85,Normal
180,77,Normal
180,75,Normal
197,92,Lean
191,78,Lean
185,86,Normal
189,80,Normal
175,72,Normal
186,86,Normal
187,83,Normal
169,68,Normal
189,88,Stocky
182,81,Normal
182,74,Lean
183,75,Normal
184,75,Normal
189,83,Normal
181,77,Normal
187,89,Normal
188,83,Normal
182,79,Normal
178,78,Stocky
184,81,Lean
179,75,Lean
181,76,Normal
194,90,Normal
178,74,Normal
180,73,Normal
187,87,Normal
180,75,Normal
180,68,Lean
177,71,Normal
198,85,Lean
173,66,Lean
190,88,Normal
196,93,Normal
189,81,Normal
184,86,Normal
183,76,Normal
178,72,Normal
188,86,Normal
176,70,Normal
178,71,Normal
178,71,Lean
193,87,Normal
186,88,Normal
190,83,Normal
187,78,Normal
191,88,Lean
177,78,Stocky
172,66,Lean
178,75,Normal
188,74,Lean
176,78,Stocky
193,90,Lean
201,93,Normal
177,75,Normal
191,87,Normal
183,78,Normal
193,96,Normal
175,68,Normal
183,81,Normal
185,80,Stocky
188,81,Normal
177,75,Normal
183,83,Normal
180,79,Normal
181,91,Stocky
184,81,Normal
184,79,Normal
189,82,Normal
196,97,Normal
184,81,Lean
187,78,Lean
173,68,Normal
188,82,Lean
186,87,Normal
184,76,Lean
172,67,Normal
180,79,Normal
188,90,Stocky
178,80,Stocky
187,77,Lean
171,62,Lean
182,78,Normal
183,82,Normal
181,68,Lean
181,75,Normal
187,86,Normal
189,84,Normal
186,80,Normal
183,82,Normal
184,77,Normal
188,81,Normal
181,81,Normal
192,88,Normal
179,73,Normal
187,86,Normal
184,72,Lean
180,77,Normal
177,74,Normal
186,77,Lean
188,84,Normal
188,78,Normal
186,85,Normal
173,73,Normal
183,75,Stocky
184,86,Stocky
181,70,Lean
181,75,Normal
190,80,Lean
179,78,Stocky
187,82,Normal
190,79,Lean
189,80,Normal
192,84,Normal
173,64,Lean
188,79,Normal
188,83,Normal
183,79,Normal
185,78,Lean
187,78,Normal
182,78,Lean
177,79,Normal
180,79,Normal
184,76,Normal
192,82,Lean
168,65,Normal
179,74,Lean
179,77,Normal
181,74,Lean
180,74,Stocky
189,77,Lean
178,86,Normal
184,85,Normal
178,85,Normal
186,82,Lean
172,66,Lean
177,78,Normal
179,71,Lean
182,81,Normal
176,70,Lean
188,81,Normal
176,70,Normal
178,72,Normal
185,86,Normal
180,73,Normal
186,78,Normal
191,88,Normal
172,75,Stocky
179,70,Lean
184,73,Normal
185,83,Normal
190,85,Normal
179,79,Lean
187,92,Normal
180,72,Lean
174,75,Normal
192,85,Normal
190,86,Lean
182,72,Lean
176,63,Lean
203,96,Lean
192,94,Normal
185,78,Lean
187,77,Lean
177,83,Normal
183,82,Normal
177,68,Lean
178,77,Normal
171,60,Normal
188,80,Lean
185,78,Normal
184,79,Lean
173,78,Normal
187,82,Normal
195,93,Stocky
190,82,Normal
178,82,Normal
175,65,Normal
188,74,Normal
179,75,Normal
182,76,Normal
174,68,Stocky
181,76,Normal
183,70,Normal
187,82,Normal
175,72,Normal
179,64,Normal
183,81,Normal
189,89,Normal
180,68,Lean
179,75,Normal
178,68,Normal
182,72,Lean
172,66,Normal
170,64,Normal
185,80,Normal
177,78,Normal
183,77,Normal
161,63,Normal
188,78,Lean
175,72,Normal
191,88,Lean
177,70,Normal
185,86,Normal
183,75,Lean
169,61,Lean
175,75,Normal
174,72,Normal
186,78,Lean
188,83,Normal
180,75,Normal
180,80,Normal
165,60,Lean
179,72,Normal
186,81,Normal
189,82,Normal
197,83,Lean
180,70,Lean
176,67,Lean
180,77,Normal
168,71,Normal
186,80,Normal
174,68,Normal
174,77,Lean
174,64,Normal
170,59,Lean
174,72,Normal
182,79,Normal
189,83,Normal
192,89,Lean
197,87,Lean
174,71,Normal
186,82,Normal
178,72,Normal
193,84,Normal
190,86,Normal
172,65,Lean
191,90,Normal
182,82,Lean
180,75,Normal
179,75,Lean
174,69,Lean
173,64,Normal
186,85,Stocky
174,68,Normal
173,72,Normal
167,65,Normal
177,73,Normal
173,63,Lean
176,72,Normal
178,69,Normal
176,71,Lean
176,81,Normal
191,90,Normal
175,64,Normal
191,91,Stocky
180,70,Lean
183,77,Normal
180,73,Normal
175,65,Normal
180,76,Normal
177,77,Normal
178,70,Normal
180,74,Normal
171,70,Normal
180,69,Normal
168,65,Normal
177,70,Normal
176,76,Normal
168,65,Normal
176,73,Normal
185,82,Normal
169,63,Normal
173,65,Normal
196,88,Stocky
183,82,Normal
177,68,Lean
176,77,Normal
189,86,Normal
182,80,Normal
166,61,Lean
185,70,Lean
175,73,Normal
183,76,Lean
162,65,Stocky
170,75,Lean
185,76,Lean
168,63,Lean
177,74,Lean
176,66,Lean
186,79,Normal
185,80,Lean
188,81,Normal
188,83,Normal
180,82,Stocky
179,73,Lean
186,79,Lean
183,80,Normal
180,76,Normal
187,82,Normal
185,82,Normal
190,82,Normal
185,78,Normal
170,68,Normal
172,64,Lean
183,79,Normal
191,88,Stocky
173,64,Lean
177,72,Normal
182,73,Lean
175,73,Normal
180,75,Normal
177,70,Lean
178,75,Normal
178,79,Normal
180,79,Lean
184,78,Normal
182,80,Normal
172,64,Stocky
183,74,Lean
166,56,Lean
184,77,Normal
174,74,Normal
187,80,Normal
182,78,Normal
173,72,Stocky
177,79,Normal
171,62,Lean
181,72,Lean
172,63,Normal
174,74,Normal
174,62,Normal
188,82,Lean
175,71,Lean
175,67,Normal
167,58,Normal
178,73,Normal
175,67,Lean
170,76,Normal
180,65,Lean
190,80,Lean
181,74,Normal
183,82,Normal
183,76,Lean
174,67,Lean
179,82,Lean
177,70,Lean
180,72,Lean
185,75,Lean
188,73,Lean
167,60,Lean
183,75,Lean
184,70,Lean
191,80,Lean
173,76,Lean
185,77,Normal
188,75,Normal
180,72,Lean
170,62,Lean
193,79,Normal
187,76,Lean
191,80,Normal
175,72,Lean
190,78,Lean
191,75,Lean
189,82,Lean
174,72,Normal
192,75,Lean
189,80,Stocky
193,90,Normal
183,76,Lean
175,67,Normal
193,90,Normal
182,73,Lean
182,75,Lean
172,72,Normal
173,77,Stocky
188,77,Normal
178,75,Normal
183,78,Normal
183,70,Normal
186,78,Normal
181,73,Lean
171,66,Lean
184,75,Lean
178,70,Normal
181,76,Normal
180,71,Normal
175,75,Normal
188,88,Normal
194,91,Normal
187,82,Lean
187,77,Lean
182,80,Normal
188,76,Lean
168,64,Normal
188,74,Normal
183,75,Lean
178,75,Normal
187,77,Normal
175,68,Lean
169,64,Lean
185,83,Lean
189,83,Normal
171,70,Normal
182,76,Lean
172,69,Normal
183,77,Normal
182,73,Normal
180,71,Lean
190,79,Normal
